FinalWgt,CR1,CR2,TPR3,TPR4,OR1,CR5,CR6,CR7,CR8,CR9,CR10,CR11,CR12,OR9,CR13,CR14,CR15,CR16,CR17,TPR20,OR10,OR11,TPR23,TPR24,OR14,CR19,OR18,CR20,TPR29,CR21,CR22,CR23,CR24,CR25,TPR35,CR27,CR28,TPR38,OR22,CR30,TPR41,CR31,CR32,CR33,CR34,TPR46,CR35,CR36,CR37,CR38,CR39,CR40,CR41,CR42,CR43,TPR56,TPR57,OR47,TPR59,OR55,OR56,TPR62,OR59,OR60,Stratum,PSU
67.91679753,6,1,2,3,1,2,1,1,1,2,2,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,3,3,2,1,1,1,1,2,1,1,1,8,3,1,1,1,2,1,2,1,2,3,2,1,1,1,1,1,5,3,2,3,3,1,1,1,1,1,201901014,28
71.19154989,,,3,,,,1,3,6,,,4,,,,,1,,1,2,1,,,,5,,,,5,,,,,1,2,1,1,2,1,1,2,2,,,,2,3,3,2,,3,2,2,3,1,2,1,2,2,2,1,1,1,1,201901014,28
83.59447317,4,2,3,4,,2,1,1,1,2,2,1,1,1,2,2,1,2,2,1,1,1,1,1,6,2,2,2,3,2,1,3,1,2,4,3,5,2,3,1,4,1,2,1,3,4,3,3,2,2,1,1,3,3,4,1,2,3,3,2,1,1,2,4,201901014,28
83.59447317,5,2,3,2,3,1,6,,,2,2,1,2,1,2,2,2,2,2,6,5,4,3,3,5,2,3,3,2,3,1,3,1,1,6,1,1,2,2,1,1,1,2,1,2,2,2,3,2,2,1,1,4,1,4,3,2,3,4,1,1,1,2,2,201901014,28
83.59447317,5,2,3,3,3,1,6,,,2,2,1,1,2,1,1,2,2,2,4,5,1,4,3,5,2,2,5,2,4,1,3,1,1,1,3,1,2,2,1,1,3,1,1,2,4,2,3,2,2,2,1,3,3,4,3,3,1,3,1,1,,2,2,201901014,28
83.59447317,5,2,3,3,3,1,6,,,2,2,1,1,2,1,1,2,2,2,4,5,1,4,3,5,2,2,5,2,4,1,3,1,1,1,3,1,2,2,1,1,3,2,1,2,4,2,3,2,2,2,1,3,3,4,2,3,1,3,1,1,1,2,2,201901014,28
83.59447317,5,2,3,7,5,2,1,1,1,2,2,2,1,1,2,2,1,2,2,1,1,1,1,1,6,2,3,2,3,2,1,3,1,2,4,3,5,2,3,1,4,2,1,1,3,4,3,3,2,2,1,1,3,3,4,1,2,3,3,2,1,1,2,4,201901014,28
83.59447317,6,2,3,2,4,2,1,1,1,2,2,1,1,1,,,1,,1,1,1,1,1,,3,1,2,3,2,4,1,4,2,1,1,3,1,2,2,1,2,1,3,1,2,2,3,2,2,1,1,1,4,1,2,1,1,3,2,1,2,1,2,3,201901014,28
83.59447317,6,2,3,4,3,2,1,1,1,,,2,2,1,2,2,2,2,1,5,1,1,1,1,1,1,2,2,2,2,1,4,1,1,1,3,1,1,2,,2,2,2,1,2,2,1,2,1,2,1,1,3,3,4,3,2,3,3,1,2,1,2,2,201901014,28
83.59447317,6,2,3,4,4,2,1,1,1,2,2,1,1,1,2,2,1,1,1,1,1,1,1,1,1,2,2,2,2,2,1,3,2,2,1,1,1,1,2,1,2,3,1,1,2,3,2,1,1,1,1,1,2,1,4,3,1,3,3,1,1,1,2,3,201901014,28
83.59447317,7,2,3,3,4,2,1,1,1,2,2,1,1,1,2,2,1,1,1,1,1,1,1,1,1,4,3,1,1,1,2,3,1,2,1,1,1,2,2,1,2,1,3,2,1,2,2,3,2,2,1,1,1,1,4,1,2,3,1,2,3,1,2,4,201901014,28
92.85854334,5,,3,,5,,,,,,,,1,,,2,2,2,1,1,1,,,8,1,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,,,,,4,,2,2,2,,4,,1,1,1,2,201901014,28
114.9424006,4,2,3,2,1,1,6,,,2,2,1,1,2,2,2,3,3,2,4,5,5,6,3,6,2,2,5,6,5,1,2,2,2,1,1,1,1,2,2,1,2,1,3,,2,2,1,2,2,1,2,3,2,2,3,4,1,1,1,2,1,2,2,201901014,28
114.9424006,5,2,3,3,4,2,1,1,1,2,2,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,3,1,2,4,3,5,2,2,1,3,1,3,2,1,3,2,3,1,1,3,3,2,1,4,3,4,1,3,1,2,2,3,2,201901014,28
114.9424006,6,2,3,4,1,2,1,1,1,2,2,1,1,1,2,2,1,1,1,1,1,1,1,1,1,2,3,3,3,3,1,3,1,1,1,1,1,2,2,1,2,2,1,1,2,2,2,2,1,2,1,1,2,1,4,3,1,3,3,1,1,1,2,3,201901014,28
114.9424006,6,2,3,7,2,2,1,1,1,2,2,2,2,1,1,2,2,2,3,2,5,1,1,1,1,4,2,3,1,3,1,4,1,1,1,3,1,8,2,1,1,1,3,1,2,1,2,3,2,2,1,1,3,2,4,4,2,3,1,2,2,2,4,4,201901014,28
114.9424006,6,2,3,7,3,2,1,1,1,2,2,1,1,1,2,2,2,2,1,1,5,1,1,1,1,4,2,4,1,2,1,3,1,1,1,3,1,8,2,1,2,1,3,1,1,1,2,3,2,2,1,2,3,2,4,4,2,3,3,1,3,1,3,3,201901014,28
114.9424006,7,2,3,7,2,2,1,1,1,2,2,1,1,1,2,2,2,2,1,1,5,1,1,1,1,4,2,4,5,4,1,3,1,1,1,3,1,8,3,1,2,1,3,1,2,2,2,2,2,2,2,2,3,3,4,4,2,3,3,2,2,2,3,1,201901014,28
128.1447898,5,1,3,2,4,1,4,2,3,2,2,1,1,5,2,2,2,4,4,4,3,3,2,3,6,1,3,1,2,2,2,3,2,2,5,3,1,2,2,2,2,3,2,1,2,2,2,3,2,2,2,2,2,2,4,3,2,3,3,1,1,1,2,3,201901014,28
128.1447898,5,1,3,4,5,1,6,2,2,2,2,4,1,2,2,2,3,3,3,4,5,5,6,3,6,5,2,5,1,2,1,4,1,1,5,2,1,2,2,1,2,2,2,1,3,2,2,3,2,2,1,2,4,1,4,1,2,2,4,2,1,1,1,1,201901014,28
128.1447898,6,1,3,4,3,,,,,1,1,1,2,5,2,2,2,3,2,2,4,1,5,3,3,1,3,1,,3,1,2,2,1,5,2,1,2,2,1,2,3,2,2,3,4,2,3,2,2,1,2,3,3,3,3,2,1,4,1,1,1,4,4,201901014,28
128.1447898,6,1,3,4,3,,,,,1,2,3,2,5,2,2,2,1,2,2,4,1,2,3,3,1,3,1,2,2,1,1,1,1,5,1,1,2,1,1,2,3,2,2,3,4,2,3,2,2,1,2,3,3,3,3,2,1,4,1,1,1,4,4,201901014,28
128.1447898,7,1,3,3,3,2,1,1,1,2,2,1,1,1,2,2,3,3,3,4,5,5,6,3,3,5,2,2,3,2,2,,1,1,1,1,1,2,2,2,1,2,1,1,3,2,2,3,2,1,1,1,3,3,2,3,2,3,1,1,1,1,2,2,201901014,28
128.1447898,7,1,3,3,4,1,6,2,3,2,2,1,1,5,2,2,2,2,4,4,3,3,2,5,4,1,3,1,1,1,2,4,2,2,4,3,3,1,2,2,2,3,2,2,3,2,2,2,2,2,2,4,4,2,4,1,4,3,3,,1,1,2,3,201901014,28
176.199086,5,1,3,3,4,1,6,4,5,1,1,3,4,7,2,2,4,2,4,3,3,3,2,2,3,2,2,1,2,1,1,2,2,1,4,2,3,2,1,2,4,1,1,3,2,3,3,2,1,2,3,1,1,1,2,1,4,1,3,2,2,2,2,2,201901014,28
176.199086,6,1,3,2,3,,1,7,5,2,2,4,3,5,2,2,2,3,3,5,4,4,3,5,5,2,3,2,3,2,1,4,,2,5,1,1,2,2,1,1,2,2,1,2,2,2,2,1,2,4,4,4,3,1,1,3,4,4,1,1,1,1,3,201901014,28
176.199086,6,1,3,2,4,2,1,1,1,2,2,1,1,1,2,2,1,1,1,1,1,1,1,1,1,5,2,2,3,2,1,4,1,1,1,1,1,2,2,2,1,2,1,1,2,2,2,3,2,1,1,1,3,3,5,2,2,3,3,1,1,1,2,2,201901014,28
176.199086,7,1,3,1,1,1,6,1,1,2,2,1,1,2,2,2,3,3,1,4,5,5,6,3,6,2,2,3,1,2,1,3,1,1,1,3,1,2,2,2,1,2,2,1,1,2,3,1,2,2,1,1,1,1,4,4,3,3,,2,2,1,2,2,201901014,28
18.57610785,1,2,4,2,4,1,3,,,,,2,,,,,1,2,1,1,1,2,2,1,1,1,1,2,1,1,1,1,1,,1,1,1,2,1,2,2,1,1,1,2,2,2,,1,,3,1,4,1,3,2,2,1,1,1,3,,1,1,201901015,29
19.10939325,1,2,4,2,4,2,1,1,1,2,2,1,1,1,2,2,1,2,1,1,5,1,1,1,1,2,4,1,1,1,2,1,1,1,1,3,6,1,3,2,3,2,1,3,1,1,1,2,2,2,1,2,1,3,1,1,1,1,1,2,2,2,3,3,201901015,29
26.61492899,2,2,2,2,3,,,,3,2,2,3,2,2,2,2,3,2,2,4,5,5,3,8,6,2,3,3,2,5,1,3,1,1,2,3,5,2,3,1,1,1,1,2,1,1,2,2,2,1,2,1,4,2,5,2,2,2,1,1,2,1,2,2,201901015,29
26.61492899,2,2,2,3,3,2,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,3,2,2,2,2,2,1,3,1,2,2,2,2,3,1,1,1,1,1,3,2,1,1,1,1,3,1,1,1,2,1,1,2,1,2,2,201901015,29
26.61492899,2,2,2,4,1,2,1,1,1,2,2,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,2,2,1,1,1,3,2,2,3,1,3,2,1,1,1,3,2,2,1,1,2,1,1,1,1,4,3,2,2,1,2,2,201901015,29
26.61492899,2,2,2,4,4,2,1,1,1,2,2,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,2,1,1,1,2,2,2,3,2,2,1,2,1,1,3,2,2,1,1,4,2,4,3,2,3,1,1,2,1,2,2,201901015,29
26.61492899,3,2,2,1,3,2,1,1,1,2,2,1,1,1,2,2,1,1,1,1,5,5,1,1,1,2,2,3,1,2,2,1,1,1,1,1,1,2,3,1,1,1,1,2,1,1,2,2,2,1,2,1,4,2,4,1,1,4,1,1,1,2,3,3,201901015,29
26.61492899,3,2,2,2,4,2,1,1,1,2,2,1,1,1,1,1,1,1,1,2,1,1,1,3,1,2,3,2,4,2,1,3,1,1,1,1,1,2,2,1,1,3,2,1,2,2,2,2,2,2,1,1,3,1,4,1,2,2,4,2,1,1,2,2,201901015,29
26.61492899,3,2,2,2,4,2,1,1,1,2,2,1,1,1,1,1,1,1,1,2,1,1,1,3,1,2,3,2,4,2,1,3,1,1,1,1,1,2,2,1,1,3,2,1,2,3,3,3,2,1,1,1,2,1,4,3,2,2,3,1,1,1,2,2,201901015,29
26.61492899,3,2,2,2,4,,,,2,1,1,2,2,2,1,1,3,3,3,3,5,5,5,3,6,3,2,2,1,2,2,3,1,1,1,1,1,2,2,1,1,1,2,1,2,2,2,3,2,2,2,1,4,2,4,3,2,3,4,1,3,1,3,2,201901015,29
26.61492899,3,2,2,2,5,2,1,1,1,1,1,2,1,1,,,1,1,1,1,5,5,1,1,1,2,3,2,2,1,1,3,2,1,1,1,1,2,2,2,2,3,3,1,2,1,2,1,2,2,4,1,3,3,5,3,1,3,4,2,2,1,2,2,201901015,29
26.61492899,3,2,2,3,1,2,1,1,1,2,2,2,1,1,2,2,2,2,1,1,5,1,1,3,6,1,1,1,1,1,1,1,2,2,1,1,1,2,2,2,3,3,2,1,1,1,1,3,2,2,1,1,1,1,5,3,1,4,1,2,2,1,2,2,201901015,29
26.61492899,3,2,2,3,3,2,1,1,1,2,2,1,1,1,2,2,1,1,1,1,1,1,1,1,1,3,3,4,4,3,2,3,1,2,1,1,1,2,2,1,2,2,2,2,2,3,3,3,2,2,2,2,1,3,5,3,2,3,3,1,3,1,2,2,201901015,29
26.61492899,4,2,2,2,3,2,1,,,2,2,1,1,1,2,2,1,1,1,1,1,1,1,1,1,2,1,1,2,2,2,2,2,2,1,1,2,3,2,1,1,2,1,3,1,1,2,3,2,1,1,2,3,1,4,3,1,4,3,1,3,1,3,2,201901015,29
26.68163308,3,2,2,2,3,2,1,1,1,2,2,1,1,1,2,2,1,1,1,1,1,1,1,1,1,2,3,2,3,2,1,3,1,1,1,3,1,2,2,1,2,2,1,1,2,2,2,3,2,2,1,1,1,1,5,1,1,2,4,2,2,1,2,2,201901015,29
26.68163308,4,2,2,1,3,2,1,1,1,2,2,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,4,1,1,2,1,2,2,1,1,1,8,3,1,1,2,1,2,2,2,2,2,2,2,1,1,3,3,5,1,2,3,1,1,1,1,3,3,201901015,29
26.68163308,4,2,2,2,1,2,1,1,1,2,2,1,1,1,2,2,1,1,1,1,1,1,1,1,1,2,3,2,3,2,1,3,1,1,1,3,1,2,2,1,2,2,1,1,2,2,2,3,1,2,1,1,1,1,4,3,1,4,4,1,2,1,2,2,201901015,29
26.68163308,4,2,2,2,3,2,1,1,1,2,2,2,1,1,2,2,1,1,1,1,1,1,1,1,1,2,3,2,3,2,1,3,1,1,1,3,1,2,3,1,1,2,1,1,2,2,3,3,1,2,1,1,2,1,1,3,1,2,4,1,2,1,2,2,201901015,29
26.68163308,4,2,2,3,3,2,1,1,1,2,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,2,2,3,2,1,3,1,1,1,3,1,2,2,1,1,2,1,2,2,2,2,3,2,2,1,1,2,1,4,3,2,2,4,2,3,1,2,2,201901015,29
26.68163308,5,2,2,1,3,2,1,1,1,,,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,8,3,1,1,2,1,2,2,2,3,3,2,2,1,1,2,2,5,1,2,3,1,1,1,1,3,2,201901015,29
26.68163308,5,2,2,2,4,2,1,1,1,2,2,1,1,1,2,2,1,1,1,1,1,1,1,1,1,4,2,4,5,4,1,4,1,1,1,1,1,1,3,2,3,1,3,1,2,2,2,3,2,2,1,1,4,1,4,2,2,3,4,2,2,1,2,2,201901015,29
29.2682164,,2,1,1,2,1,1,,,,,1,1,1,,1,3,1,1,1,2,5,5,3,1,1,2,1,3,5,1,2,2,1,2,,1,8,2,2,2,1,1,2,,,3,2,1,,4,1,2,1,1,2,1,1,2,,1,,4,1,201901015,29
29.2682164,1,2,1,1,2,,1,2,3,2,2,1,1,1,2,2,1,2,1,1,1,1,1,1,1,1,1,1,1,,1,1,,2,1,3,1,1,2,2,1,1,1,1,2,2,2,1,1,1,3,1,4,1,4,3,2,3,4,1,1,1,1,1,201901015,29
29.2682164,1,2,1,2,4,1,2,,,,,2,,,,,1,2,1,1,1,2,2,1,1,1,1,2,1,1,1,2,,,1,1,1,2,1,2,2,1,1,1,2,2,2,,1,,3,1,4,1,3,2,2,1,1,1,,,,1,201901015,29
29.2682164,2,2,1,1,3,2,1,1,1,2,2,2,1,1,2,2,1,2,1,1,1,1,1,1,1,1,1,1,2,1,2,2,2,2,1,1,1,2,2,1,3,3,1,2,3,3,3,3,2,2,2,1,2,1,1,3,1,4,2,2,2,1,3,3,201901015,29
29.2682164,2,2,1,2,3,2,1,1,1,2,2,1,1,1,2,2,1,1,1,1,1,1,1,1,1,2,3,3,4,5,1,4,1,1,1,1,1,2,2,1,1,1,3,1,2,2,2,2,2,2,1,1,4,2,4,3,2,2,2,2,2,1,2,3,201901015,29
29.2682164,2,2,1,2,3,2,1,,,2,2,2,1,1,1,2,1,2,4,7,2,2,1,3,3,1,2,2,2,2,1,1,2,2,1,3,1,1,3,1,1,2,2,1,2,2,2,1,1,1,1,1,1,3,4,1,1,2,3,1,1,1,1,3,201901015,29
29.2682164,2,2,1,3,1,2,1,1,1,2,2,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,3,1,1,1,2,4,1,1,1,1,1,8,3,1,2,1,3,1,3,3,2,3,2,2,1,1,1,3,1,1,,2,1,2,2,1,3,3,201901015,29
29.2682164,2,2,1,3,3,2,1,1,1,2,2,1,1,1,2,2,1,1,1,1,2,,1,1,1,2,4,2,1,2,2,1,1,1,1,3,1,8,2,1,2,2,1,1,1,1,3,3,2,2,1,1,2,2,4,1,1,4,3,1,3,2,3,3,201901015,29
29.2682164,2,2,1,3,4,2,1,1,1,2,2,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,1,2,1,1,1,2,2,2,3,3,3,2,1,1,1,3,2,2,2,2,2,3,4,1,2,2,3,2,2,2,2,2,201901015,29
29.2682164,2,2,1,3,4,2,1,1,1,2,2,1,1,1,2,2,1,1,1,1,1,1,1,1,1,2,3,3,4,2,2,4,1,1,1,1,1,2,2,1,2,1,3,2,1,1,2,3,2,2,1,1,1,3,5,1,2,2,4,1,3,1,3,3,201901015,29
29.2682164,2,2,1,6,4,2,1,1,1,2,2,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,4,2,1,2,1,3,1,2,1,1,1,8,1,2,1,2,3,2,1,4,3,2,2,1,1,1,2,3,1,3,1,4,2,2,3,2,2,2,201901015,29
29.2682164,3,2,1,1,4,,1,1,1,2,2,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,4,2,1,2,1,3,,2,1,1,1,8,2,2,3,2,3,2,1,4,3,2,2,2,1,1,2,3,1,3,1,2,2,2,2,2,4,4,201901015,29
29.2682164,3,2,1,2,2,1,4,,,,,1,1,1,2,2,1,1,1,1,1,5,1,1,1,4,3,5,4,5,2,1,1,2,2,3,2,2,2,2,4,2,3,2,2,4,2,3,,2,2,2,2,2,2,3,1,4,3,1,1,1,2,4,201901015,29
29.2682164,3,2,1,2,2,1,5,4,2,2,2,1,2,2,1,2,2,1,2,3,5,5,2,2,6,5,2,5,5,2,2,1,2,2,4,1,1,8,3,2,1,2,3,2,1,2,3,3,2,2,2,2,3,1,5,3,2,3,4,2,2,1,1,2,201901015,29
29.2682164,3,2,1,3,4,2,1,1,1,2,2,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,3,1,1,1,2,1,2,2,1,3,1,2,2,1,2,1,2,1,2,2,2,3,2,2,1,1,1,2,5,2,1,3,1,2,2,1,2,2,201901015,29
29.2682164,3,2,1,3,4,2,1,1,1,2,2,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,3,2,2,1,1,3,1,2,1,1,1,2,3,1,1,3,3,1,3,3,2,3,2,2,1,2,3,1,5,3,2,3,3,1,1,1,1,1,201901015,29
29.2682164,3,2,1,3,4,2,1,1,1,2,2,1,1,1,2,2,1,1,1,1,1,1,1,1,1,2,1,2,3,1,1,3,1,2,1,1,1,2,3,1,1,3,3,1,3,3,2,3,2,2,1,2,3,1,5,3,2,3,3,1,1,1,1,1,201901015,29
29.2682164,3,2,1,4,1,2,1,1,1,2,2,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,2,1,1,1,2,2,1,3,2,1,2,1,1,1,1,2,1,1,1,2,1,2,1,2,3,3,1,1,1,1,1,201901015,29
29.2682164,4,2,1,2,2,,,,3,,1,,5,3,1,,3,,1,3,5,1,1,1,4,4,4,1,3,5,2,2,2,,6,2,,,,2,2,2,1,1,1,3,3,3,,,,,,,1,1,1,2,2,2,1,1,1,2,201901015,29
29.2682164,4,2,1,2,3,1,5,1,1,2,2,2,2,5,,,2,4,2,3,1,5,1,5,6,5,2,5,2,3,2,1,2,2,5,3,1,1,2,1,1,2,1,3,2,2,2,1,2,2,1,1,4,2,5,3,2,3,4,1,1,1,4,4,201901015,29
29.2682164,6,2,1,5,4,2,1,1,1,2,2,1,1,1,2,2,1,3,2,7,1,2,2,5,3,2,4,5,2,1,1,1,1,2,1,3,1,8,2,1,1,1,2,3,1,4,2,2,1,2,1,2,3,2,1,1,1,1,1,1,3,1,3,4,201901015,29
35.64105445,3,2,3,3,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,3,,5,1,5,1,1,2,1,1,1,1,3,1,2,1,3,1,2,2,1,1,2,2,1,2,2,2,1,2,2,1,1,1,1,5,3,2,3,3,1,1,1,2,1,201901015,29
36.14337821,2,1,5,2,4,2,1,1,1,2,2,1,1,1,2,2,1,4,1,1,2,1,1,3,1,5,3,2,2,3,2,3,2,2,1,1,1,8,2,2,1,3,3,2,3,2,3,2,2,2,1,1,2,2,4,1,1,4,2,1,1,1,2,2,201901015,29
36.14337821,5,1,5,1,4,2,1,1,1,2,2,2,2,1,2,2,1,1,1,1,1,1,1,1,1,3,2,3,4,3,1,4,2,2,1,1,1,1,2,2,3,1,3,2,3,3,3,3,2,2,1,1,1,1,4,5,1,4,1,2,2,1,2,4,201901015,29
36.5928889,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,201901015,29
36.5928889,2,1,1,3,1,1,5,2,3,1,1,2,3,7,2,2,2,2,2,6,1,1,3,3,3,2,3,2,3,2,2,3,1,1,4,3,6,2,2,1,2,2,2,1,1,2,3,2,2,2,1,1,1,2,5,1,2,3,1,2,2,2,4,4,201901015,29
36.5928889,2,1,1,3,1,2,1,1,1,2,2,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,2,2,1,1,1,8,3,1,1,3,2,1,2,4,2,1,2,1,1,1,3,1,5,3,2,3,3,1,1,1,2,2,201901015,29
36.5928889,2,1,1,3,2,2,1,1,1,2,2,1,1,1,2,2,1,1,1,1,1,1,1,1,1,2,3,2,2,2,1,2,1,1,1,1,1,2,3,2,3,1,3,1,1,1,1,1,2,2,2,2,2,3,5,3,2,3,2,2,3,2,2,2,201901015,29
36.5928889,3,1,1,2,4,1,1,2,2,2,2,1,1,1,1,,4,1,1,1,1,1,1,1,1,4,,,2,1,1,1,1,2,1,1,1,2,1,2,1,3,3,2,3,3,3,2,1,2,2,1,2,2,1,3,1,1,2,1,2,2,3,2,201901015,29
36.5928889,3,1,1,3,1,1,3,1,1,,1,1,3,1,1,,1,1,3,1,1,3,1,1,3,1,1,,3,1,,4,1,,1,3,3,2,1,1,1,1,3,1,1,3,2,3,,2,2,3,3,1,3,4,2,3,4,1,3,1,1,3,201901015,29
36.5928889,3,1,1,3,2,1,5,,,2,2,2,2,5,,,2,3,2,3,1,5,1,5,6,5,2,5,2,3,2,1,2,2,5,3,1,1,2,1,1,2,1,3,2,4,2,3,2,1,1,1,2,1,4,2,1,3,2,1,1,1,3,4,201901015,29
36.5928889,3,1,1,3,2,2,1,1,1,2,2,1,1,1,2,2,1,1,1,1,1,1,1,1,1,2,2,2,1,2,,2,2,2,1,1,1,8,3,1,4,1,2,3,1,2,1,2,1,2,1,1,2,2,4,3,2,3,1,1,3,1,4,4,201901015,29
36.5928889,3,1,1,3,3,1,3,2,2,1,1,3,2,5,1,1,2,3,3,4,3,3,3,5,4,2,3,5,3,3,1,4,2,2,4,2,5,2,2,1,1,1,2,1,2,2,3,1,2,1,4,4,1,1,4,3,2,3,3,1,1,1,2,2,201901015,29
36.5928889,3,1,1,3,3,1,5,2,3,1,1,2,3,7,2,2,2,2,2,6,1,1,3,3,3,2,3,2,3,3,2,3,,1,2,3,2,1,2,2,1,2,2,2,2,2,1,3,1,,1,1,1,2,2,3,3,2,4,1,3,1,4,4,201901015,29
36.5928889,3,1,1,3,3,2,1,1,1,2,2,1,1,1,2,2,1,1,1,1,5,5,3,3,1,1,3,2,1,2,2,1,2,1,1,1,4,2,3,1,2,2,3,3,1,4,2,2,2,2,4,1,3,3,5,3,2,3,4,2,1,1,2,2,201901015,29
36.5928889,3,1,1,3,4,1,2,2,2,1,1,2,2,2,1,2,2,1,1,1,2,3,2,1,2,3,4,1,1,1,1,1,1,2,2,2,1,2,2,1,1,1,2,2,2,1,1,1,1,1,1,1,2,3,3,3,1,2,2,2,2,2,2,4,201901015,29
36.5928889,3,1,1,3,4,1,5,2,2,1,1,2,2,5,1,1,2,1,3,3,4,3,3,5,3,4,3,4,2,5,2,3,1,2,5,1,1,2,2,1,2,1,2,2,1,4,1,3,2,2,1,1,3,2,4,3,2,2,3,1,1,1,2,2,201901015,29
36.5928889,3,1,1,3,4,1,5,2,2,1,1,2,2,5,2,2,2,4,2,7,5,5,6,3,6,1,3,1,1,1,2,1,2,2,1,1,1,2,2,1,2,3,2,2,2,2,1,3,2,2,1,1,1,3,5,3,2,3,1,1,1,2,4,4,201901015,29
36.5928889,3,1,1,3,4,1,5,3,3,1,1,3,3,2,1,1,2,3,2,4,1,1,6,3,6,2,3,2,2,2,1,2,1,,1,2,2,1,3,1,1,1,2,3,3,4,3,2,2,2,1,1,1,2,5,3,2,3,1,1,1,1,3,2,201901015,29
36.5928889,3,1,1,3,5,2,1,1,1,2,2,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,8,3,1,1,1,1,3,2,4,3,3,2,2,1,1,1,3,5,1,1,4,1,1,1,2,4,3,201901015,29
36.5928889,3,1,1,4,4,1,5,2,2,1,1,4,4,2,2,2,2,2,2,4,1,1,3,3,6,5,2,1,3,1,2,4,1,1,5,1,1,2,2,2,3,3,1,2,3,3,3,3,2,2,1,1,1,1,1,2,1,1,3,,1,2,3,4,201901015,29
36.5928889,4,1,1,3,1,1,6,3,4,1,1,3,3,2,1,1,2,3,2,4,1,1,6,3,6,2,3,2,2,2,1,2,2,1,5,1,1,1,2,2,3,2,2,1,2,1,1,2,2,2,1,1,1,3,5,3,2,3,1,1,3,1,2,1,201901015,29
36.5928889,7,1,1,1,4,2,1,1,1,2,2,2,2,1,2,2,2,2,3,1,1,1,1,3,6,1,1,2,2,3,2,1,1,2,1,1,1,1,2,1,1,2,3,1,3,2,2,3,2,1,1,1,1,1,1,1,1,4,4,1,1,1,3,3,201901015,29
41.00476651,2,1,2,1,1,2,1,1,1,2,2,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,5,2,4,1,1,1,1,1,2,1,1,1,1,2,1,2,2,2,3,2,1,1,1,1,1,5,1,2,3,1,1,1,2,3,3,201901015,29
41.00476651,2,1,2,3,4,,,,2,2,2,2,2,2,2,2,3,3,3,3,5,4,4,3,3,2,2,4,3,2,2,2,2,2,4,3,2,2,2,2,2,3,3,2,3,3,2,2,2,2,1,1,1,3,4,3,2,4,3,2,2,1,2,2,201901015,29
41.00476651,3,1,2,2,4,1,5,2,3,2,2,3,2,5,2,2,2,3,2,6,1,1,5,3,6,1,1,2,1,2,1,4,1,2,5,1,1,2,2,1,1,1,2,1,2,3,2,2,2,1,1,3,3,1,5,1,2,3,3,1,1,2,2,2,201901015,29
41.00476651,3,1,2,5,4,2,1,1,1,1,1,1,1,1,,2,2,1,4,1,1,1,1,1,1,4,3,5,2,2,2,3,2,2,1,1,1,2,2,1,1,3,1,2,1,4,2,3,2,1,1,2,3,2,1,3,2,1,4,2,1,1,2,2,201901015,29
41.00476651,4,1,2,3,3,1,6,2,3,1,1,3,1,5,1,1,2,2,1,3,2,3,1,5,3,2,2,2,3,4,2,3,1,2,4,3,5,8,2,1,2,3,2,3,2,4,2,3,2,1,4,2,3,1,2,2,4,1,4,1,3,1,1,2,201901015,29
41.00476651,4,1,2,3,3,2,1,1,1,2,2,1,1,1,2,2,1,1,1,1,1,1,1,1,1,3,2,2,3,2,2,3,1,1,1,1,1,2,2,1,2,2,1,1,2,2,2,2,2,2,1,1,2,1,4,3,1,4,3,1,1,1,2,2,201901015,29
41.00476651,5,1,2,1,4,2,1,1,1,2,2,1,1,1,2,2,1,2,1,1,1,1,1,3,1,1,2,1,1,1,2,1,1,2,1,1,5,2,3,1,2,3,1,1,3,4,3,2,2,1,1,1,2,1,4,3,2,3,4,2,1,2,1,1,201901015,29
